%
%
% Run:008   Table:buoys             SWASH version: 7.01
%
%       Tsec          Watlev        Vmag     
%       [s]           [m]           [m/s]    
%
 163200.00000       -1.0673      0.007312 
 163200.00000       -1.0797      0.000000 
 163500.00000       -0.9771      0.064777 
 163500.00000       -1.0235      0.049719 
 163500.00000       -1.0544      0.027343 
 163500.00000       -1.0648      0.000000 
 163800.00000       -0.9665      0.105100 
 163800.00000       -1.0025      0.081871 
 163800.00000       -1.0268      0.044000 
 163800.00000       -1.0351      0.000000 
 164100.00000       -0.9540      0.131892 
 164100.00000       -0.9730      0.103834 
 164100.00000       -0.9875      0.056600 
 164100.00000       -0.9933      0.000000 
 164400.00000       -0.9397      0.141596 
 164400.00000       -0.9404      0.112193 
 164400.00000       -0.9417      0.062705 
 164400.00000       -0.9426      0.000000 
 164700.00000       -0.9237      0.135708 
 164700.00000       -0.9084      0.106043 
 164700.00000       -0.8953      0.059219 
 164700.00000       -0.8900      0.000000 
 165000.00000       -0.9059      0.117095 
 165000.00000       -0.8780      0.087302 
 165000.00000       -0.8543      0.046491 
 165000.00000       -0.8447      0.000000 
 165300.00000       -0.8865      0.088499 
 165300.00000       -0.8505      0.060292 
 165300.00000       -0.8233      0.029409 
 165300.00000       -0.8132      0.000000 
 165600.00000       -0.8655      0.054875 
 165600.00000       -0.8293      0.031067 
 165600.00000       -0.8047      0.013309 
 165600.00000       -0.7964      0.000000 
 165900.00000       -0.8430      0.025194 
 165900.00000       -0.8165      0.006094 
 165900.00000       -0.7980      0.000406 
 165900.00000       -0.7916      0.000000 
 166200.00000       -0.8190      0.008917 
 166200.00000       -0.8095      0.009122 
 166200.00000       -0.8002      0.008703 
 166200.00000       -0.7961      0.000000 
 166500.00000       -0.7935      0.010145 
 166500.00000       -0.8026      0.010804 
 166500.00000       -0.8062      0.011778 
 166500.00000       -0.8066      0.000000 
 166800.00000       -0.7664      0.027170 
 166800.00000       -0.7916      0.002212 
 166800.00000       -0.8098      0.005447 
 166800.00000       -0.8166      0.000000 
 167100.00000       -0.7379      0.056682 
 167100.00000       -0.7755      0.028028 
 167100.00000       -0.8050      0.010604 
 167100.00000       -0.8166      0.000000 
 167400.00000       -0.7078      0.095700 
 167400.00000       -0.7532      0.062324 
 167400.00000       -0.7869      0.031759 
 167400.00000       -0.7995      0.000000 
 167700.00000       -0.6763      0.139537 
 167700.00000       -0.7221      0.099098 
 167700.00000       -0.7531      0.052199 
 167700.00000       -0.7637      0.000000 
 168000.00000       -0.6434      0.179879 
 168000.00000       -0.6796      0.131672 
 168000.00000       -0.7038      0.069080 
 168000.00000       -0.7120      0.000000 
 168300.00000       -0.6091      0.207279 
 168300.00000       -0.6279      0.154156 
 168300.00000       -0.6421      0.081629 
 168300.00000       -0.6476      0.000000 
 168600.00000       -0.5736      0.216525 
 168600.00000       -0.5726      0.162499 
 168600.00000       -0.5731      0.087728 
 168600.00000       -0.5739      0.000000 
 168900.00000       -0.5370      0.208384 
 168900.00000       -0.5183      0.155240 
 168900.00000       -0.5036      0.084075 
 168900.00000       -0.4979      0.000000 
 169200.00000       -0.4995      0.186063 
 169200.00000       -0.4669      0.134056 
 169200.00000       -0.4402      0.070312 
 169200.00000       -0.4294      0.000000 
 169500.00000       -0.4611      0.152732 
 169500.00000       -0.4195      0.103462 
 169500.00000       -0.3883      0.051135 
 169500.00000       -0.3767      0.000000 
 169800.00000       -0.4220      0.113581 
 169800.00000       -0.3797      0.069978 
 169800.00000       -0.3510      0.032563 
 169800.00000       -0.3414      0.000000 
 170100.00000       -0.3822      0.078065 
 170100.00000       -0.3499      0.040789 
 170100.00000       -0.3281      0.017498 
 170100.00000       -0.3206      0.000000 
 170400.00000       -0.3418      0.056638 
 170400.00000       -0.3279      0.022100 
 170400.00000       -0.3161      0.006725 
 170400.00000       -0.3113      0.000000 
 170700.00000       -0.3008      0.054239 
 170700.00000       -0.3072      0.018108 
 170700.00000       -0.3095      0.002546 
 170700.00000       -0.3094      0.000000 
 171000.00000       -0.2592      0.069132 
 171000.00000       -0.2831      0.030066 
 171000.00000       -0.3010      0.008473 
 171000.00000       -0.3077      0.000000 
 171300.00000       -0.2170      0.097474 
 171300.00000       -0.2540      0.055733 
 171300.00000       -0.2837      0.024695 
 171300.00000       -0.2956      0.000000 
 171600.00000       -0.1744      0.135657 
 171600.00000       -0.2190      0.090055 
 171600.00000       -0.2524      0.046024 
 171600.00000       -0.2648      0.000000 
 171900.00000       -0.1312      0.178010 
 171900.00000       -0.1747      0.126155 
 171900.00000       -0.2044      0.066093 
 171900.00000       -0.2144      0.000000 
 172200.00000       -0.0877      0.214986 
 172200.00000       -0.1191      0.156538 
 172200.00000       -0.1405      0.081910 
 172200.00000       -0.1478      0.000000 
 172500.00000       -0.0438      0.236430 
 172500.00000       -0.0552      0.174810 
 172500.00000       -0.0646      0.092503 
 172500.00000       -0.0686      0.000000 
 172800.00000        0.0002      0.237543 
 172800.00000        0.0105      0.176944 
 172800.00000        0.0166      0.095283 
 172800.00000        0.0182      0.000000 
 173100.00000        0.0441      0.220077 
 173100.00000        0.0729      0.162078 
 173100.00000        0.0953      0.087038 
 173100.00000        0.1039      0.000000 
 173400.00000        0.0878      0.187980 
 173400.00000        0.1304      0.133021 
 173400.00000        0.1638      0.068680 
 173400.00000        0.1768      0.000000 
 173700.00000        0.1313      0.145427 
 173700.00000        0.1810      0.095720 
 173700.00000        0.2166      0.046315 
 173700.00000        0.2294      0.000000 
 174000.00000        0.1744      0.099752 
 174000.00000        0.2206      0.058007 
 174000.00000        0.2513      0.026106 
 174000.00000        0.2615      0.000000 
 174300.00000        0.2169      0.062524 
 174300.00000        0.2480      0.027853 
 174300.00000        0.2695      0.010397 
 174300.00000        0.2771      0.000000 
 174600.00000        0.2590      0.043927 
 174600.00000        0.2679      0.011539 
 174600.00000        0.2764      0.000330 
 174600.00000        0.2804      0.000000 
 174900.00000        0.3005      0.046433 
 174900.00000        0.2877      0.012504 
 174900.00000        0.2796      0.000858 
 174900.00000        0.2772      0.000000 
 175200.00000        0.3416      0.066336 
 175200.00000        0.3116      0.030395 
 175200.00000        0.2875      0.009668 
 175200.00000        0.2780      0.000000 
 175500.00000        0.3820      0.099085 
 175500.00000        0.3405      0.060973 
 175500.00000        0.3075      0.029384 
 175500.00000        0.2945      0.000000 
 175800.00000        0.4219      0.139659 
 175800.00000        0.3768      0.097291 
 175800.00000        0.3441      0.051107 
 175800.00000        0.3325      0.000000 
 176100.00000        0.4611      0.179448 
 176100.00000        0.4238      0.131015 
 176100.00000        0.3985      0.069115 
 176100.00000        0.3901      0.000000 
 176400.00000        0.4997      0.206818 
 176400.00000        0.4812      0.154163 
 176400.00000        0.4675      0.081597 
 176400.00000        0.4624      0.000000 
 176700.00000        0.5374      0.213192 
 176700.00000        0.5428      0.161044 
 176700.00000        0.5445      0.086876 
 176700.00000        0.5443      0.000000 
 177000.00000        0.5740      0.197828 
 177000.00000        0.6013      0.149348 
 177000.00000        0.6207      0.081459 
 177000.00000        0.6278      0.000000 
 177300.00000        0.6094      0.165068 
 177300.00000        0.6533      0.120827 
 177300.00000        0.6872      0.064196 
 177300.00000        0.7004      0.000000 
 177600.00000        0.6436      0.119795 
 177600.00000        0.6972      0.081207 
 177600.00000        0.7366      0.040023 
 177600.00000        0.7513      0.000000 
 177900.00000        0.6764      0.068852 
 177900.00000        0.7295      0.038814 
 177900.00000        0.7653      0.016503 
 177900.00000        0.7774      0.000000 
 178200.00000        0.7077      0.023790 
 178200.00000        0.7473      0.002668 
 178200.00000        0.7738      0.002198 
 178200.00000        0.7828      0.000000 
 178500.00000        0.7375      0.003148 
 178500.00000        0.7541      0.019686 
 178500.00000        0.7674      0.014885 
 178500.00000        0.7728      0.000000 
 178800.00000        0.7659      0.006890 
 178800.00000        0.7582      0.023780 
 178800.00000        0.7543      0.018915 
 178800.00000        0.7536      0.000000 
 179100.00000        0.7929      0.009403 
 179100.00000        0.7656      0.009237 
 179100.00000        0.7439      0.010892 
 179100.00000        0.7356      0.000000 
 179400.00000        0.8185      0.040199 
 179400.00000        0.7779      0.019900 
 179400.00000        0.7450      0.007873 
 179400.00000        0.7319      0.000000 
 179700.00000        0.8427      0.079944 
 179700.00000        0.7970      0.056274 
 179700.00000        0.7631      0.030238 
 179700.00000        0.7507      0.000000 
 180000.00000        0.8654      0.120001 
 180000.00000        0.8265      0.090915 
 180000.00000        0.7998      0.049183 
 180000.00000        0.7909      0.000000 
 180300.00000        0.8867      0.148249 
 180300.00000        0.8667      0.115051 
 180300.00000        0.8521      0.062034 
 180300.00000        0.8468      0.000000 
 180600.00000        0.9064      0.154880 
 180600.00000        0.9115      0.122299 
 180600.00000        0.9128      0.067349 
 180600.00000        0.9125      0.000000 
 180900.00000        0.9243      0.138236 
 180900.00000        0.9529      0.110057 
 180900.00000        0.9726      0.061884 
 180900.00000        0.9795      0.000000 
 181200.00000        0.9404      0.103043 
 181200.00000        0.9864      0.080074 
 181200.00000        1.0215      0.044175 
 181200.00000        1.0351      0.000000 
 181500.00000        0.9546      0.055067 
 181500.00000        1.0106      0.038424 
 181500.00000        1.0518      0.018891 
 181500.00000        1.0672      0.000000 
 181800.00000        0.9668      0.001647 
 181800.00000        1.0221      0.006001 
 181800.00000        1.0595      0.005974 
 181800.00000        1.0724      0.000000 
 182100.00000        0.9770      0.045368 
 182100.00000        1.0181      0.043700 
 182100.00000        1.0456      0.025557 
 182100.00000        1.0550      0.000000 
 182400.00000        0.9851      0.073451 
 182400.00000        1.0022      0.066791 
 182400.00000        1.0159      0.038490 
 182400.00000        1.0213      0.000000 
 182700.00000        0.9913      0.077307 
 182700.00000        0.9832      0.070815 
 182700.00000        0.9791      0.042382 
 182700.00000        0.9783      0.000000 
 183000.00000        0.9958      0.060358 
 183000.00000        0.9675      0.055699 
 183000.00000        0.9454      0.034084 
 183000.00000        0.9370      0.000000 
 183300.00000        0.9984      0.028847 
 183300.00000        0.9571      0.025914 
 183300.00000        0.9238      0.015041 
 183300.00000        0.9106      0.000000 
 183600.00000        0.9993      0.011026 
 183600.00000        0.9537      0.010679 
 183600.00000        0.9198      0.007486 
 183600.00000        0.9073      0.000000 
 183900.00000        0.9985      0.050240 
 183900.00000        0.9606      0.044791 
 183900.00000        0.9344      0.026267 
 183900.00000        0.9256      0.000000 
 184200.00000        0.9959      0.076687 
 184200.00000        0.9777      0.067616 
 184200.00000        0.9643      0.038450 
 184200.00000        0.9594      0.000000 
 184500.00000        0.9916      0.080969 
 184500.00000        0.9989      0.072979 
 184500.00000        1.0017      0.042674 
 184500.00000        1.0019      0.000000 
 184800.00000        0.9853      0.061905 
 184800.00000        1.0159      0.058763 
 184800.00000        1.0369      0.036046 
 184800.00000        1.0443      0.000000 
 185100.00000        0.9770      0.024740 
 185100.00000        1.0244      0.027266 
 185100.00000        1.0602      0.017556 
 185100.00000        1.0739      0.000000 
 185400.00000        0.9668      0.024159 
 185400.00000        1.0229      0.015003 
 185400.00000        1.0641      0.007932 
 185400.00000        1.0794      0.000000 
